areaType,areaName,areaCode,date,newDeaths28DaysByDeathDate,cumDeaths28DaysByDeathDate
overview,United Kingdom,K02000001,2020-05-24,196,36915
overview,United Kingdom,K02000001,2020-05-23,220,36719
overview,United Kingdom,K02000001,2020-05-22,223,36499
overview,United Kingdom,K02000001,2020-05-21,238,36276
overview,United Kingdom,K02000001,2020-05-20,268,36038
overview,United Kingdom,K02000001,2020-05-19,275,35770
overview,United Kingdom,K02000001,2020-05-18,293,35495
overview,United Kingdom,K02000001,2020-05-17,267,35202
overview,United Kingdom,K02000001,2020-05-16,314,34935
overview,United Kingdom,K02000001,2020-05-15,314,34621
overview,United Kingdom,K02000001,2020-05-14,334,34307
overview,United Kingdom,K02000001,2020-05-13,317,33973
overview,United Kingdom,K02000001,2020-05-12,321,33656
overview,United Kingdom,K02000001,2020-05-11,309,33335
overview,United Kingdom,K02000001,2020-05-10,348,33026
overview,United Kingdom,K02000001,2020-05-09,378,32678
overview,United Kingdom,K02000001,2020-05-08,383,32300
overview,United Kingdom,K02000001,2020-05-07,461,31917
overview,United Kingdom,K02000001,2020-05-06,460,31456
overview,United Kingdom,K02000001,2020-05-05,465,30996
overview,United Kingdom,K02000001,2020-05-04,484,30531
overview,United Kingdom,K02000001,2020-05-03,450,30047
overview,United Kingdom,K02000001,2020-05-02,494,29597
overview,United Kingdom,K02000001,2020-05-01,568,29103
overview,United Kingdom,K02000001,2020-04-30,551,28535
overview,United Kingdom,K02000001,2020-04-29,572,27984
overview,United Kingdom,K02000001,2020-04-28,559,27412
overview,United Kingdom,K02000001,2020-04-27,595,26853
overview,United Kingdom,K02000001,2020-04-26,633,26258
overview,United Kingdom,K02000001,2020-04-25,647,25625
overview,United Kingdom,K02000001,2020-04-24,683,24978
overview,United Kingdom,K02000001,2020-04-23,678,24295
overview,United Kingdom,K02000001,2020-04-22,731,23617
overview,United Kingdom,K02000001,2020-04-21,745,22886
overview,United Kingdom,K02000001,2020-04-20,783,22141
overview,United Kingdom,K02000001,2020-04-19,768,21358
overview,United Kingdom,K02000001,2020-04-18,800,20590
overview,United Kingdom,K02000001,2020-04-17,819,19790
overview,United Kingdom,K02000001,2020-04-16,843,18971
overview,United Kingdom,K02000001,2020-04-15,878,18128
overview,United Kingdom,K02000001,2020-04-14,857,17250
overview,United Kingdom,K02000001,2020-04-13,896,16393
overview,United Kingdom,K02000001,2020-04-12,958,15497
overview,United Kingdom,K02000001,2020-04-11,956,14539
overview,United Kingdom,K02000001,2020-04-10,944,13583
overview,United Kingdom,K02000001,2020-04-09,1001,12639
overview,United Kingdom,K02000001,2020-04-08,1076,11638
overview,United Kingdom,K02000001,2020-04-07,999,10562
overview,United Kingdom,K02000001,2020-04-06,895,9563
overview,United Kingdom,K02000001,2020-04-05,917,8668
overview,United Kingdom,K02000001,2020-04-04,906,7751
overview,United Kingdom,K02000001,2020-04-03,840,6845
overview,United Kingdom,K02000001,2020-04-02,806,6005
overview,United Kingdom,K02000001,2020-04-01,769,5199
overview,United Kingdom,K02000001,2020-03-31,661,4430
overview,United Kingdom,K02000001,2020-03-30,590,3769
overview,United Kingdom,K02000001,2020-03-29,506,3179
overview,United Kingdom,K02000001,2020-03-28,436,2673
overview,United Kingdom,K02000001,2020-03-27,398,2237
overview,United Kingdom,K02000001,2020-03-26,362,1839
overview,United Kingdom,K02000001,2020-03-25,303,1477
overview,United Kingdom,K02000001,2020-03-24,237,1174
overview,United Kingdom,K02000001,2020-03-23,186,937
overview,United Kingdom,K02000001,2020-03-22,164,751
overview,United Kingdom,K02000001,2020-03-21,130,587
overview,United Kingdom,K02000001,2020-03-20,109,457
overview,United Kingdom,K02000001,2020-03-19,73,348
overview,United Kingdom,K02000001,2020-03-18,68,275
overview,United Kingdom,K02000001,2020-03-17,52,207
overview,United Kingdom,K02000001,2020-03-16,47,155
overview,United Kingdom,K02000001,2020-03-15,32,108
overview,United Kingdom,K02000001,2020-03-14,22,76
overview,United Kingdom,K02000001,2020-03-13,16,54
overview,United Kingdom,K02000001,2020-03-12,13,38
overview,United Kingdom,K02000001,2020-03-11,8,25
overview,United Kingdom,K02000001,2020-03-10,3,17
overview,United Kingdom,K02000001,2020-03-09,5,14
overview,United Kingdom,K02000001,2020-03-08,3,9
overview,United Kingdom,K02000001,2020-03-07,0,6
overview,United Kingdom,K02000001,2020-03-06,0,6
overview,United Kingdom,K02000001,2020-03-05,3,6
overview,United Kingdom,K02000001,2020-03-04,0,3
overview,United Kingdom,K02000001,2020-03-03,2,3
overview,United Kingdom,K02000001,2020-03-02,1,1
