album_id,album_name,id,name,release_date,duration,track_number,popularity,explicit,uri
6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,0BSmbCIY36iw04azzJ3S0S,Drops Of Jupiter - Live/2011,10/25/2010,0:05:15,10,53,FALSE,spotify:track:0BSmbCIY36iw04azzJ3S0S
6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,6KF9xd2hBLuexrmBX4vUWD,Bette Davis Eyes - Live/2011,10/25/2010,0:03:09,11,50,FALSE,spotify:track:6KF9xd2hBLuexrmBX4vUWD
6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,4KB3zBArZ1rHRExilzycaV,I Want You Back - Live/2011,10/25/2010,0:01:23,12,50,FALSE,spotify:track:4KB3zBArZ1rHRExilzycaV
6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,4DbI1rr4IQ2bc8nejy9ttd,Dear John - Live/2011,10/25/2010,0:06:44,13,48,FALSE,spotify:track:4DbI1rr4IQ2bc8nejy9ttd
6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,3lm4L3pPL32PFy74dR17OR,Enchanted - Live/2011,10/25/2010,0:06:29,14,49,FALSE,spotify:track:3lm4L3pPL32PFy74dR17OR
6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,6znB7YZhMJT2B83zfbiyLq,Haunted - Live/2011,10/25/2010,0:04:52,15,48,FALSE,spotify:track:6znB7YZhMJT2B83zfbiyLq
6fyR4wBPwLHKcRtxgd4sGh,Speak Now World Tour Live,5QkzyLUb4ggojNDp8G2OxX,Long Live - Live/2011,10/25/2010,0:06:16,16,49,FALSE,spotify:track:5QkzyLUb4ggojNDp8G2OxX
1ycoesYxIFymXWebfmz828,Live From Clear Channel Stripped 2008,4RBKAqJ3qyvvriDG0s9IJ3,Love Story - Live From Clear Channel Stripped 2008,6/28/2008,0:03:41,1,42,FALSE,spotify:track:4RBKAqJ3qyvvriDG0s9IJ3
1ycoesYxIFymXWebfmz828,Live From Clear Channel Stripped 2008,5g7RMU3cV7zXWH244BLe7G,Fearless - Live From Clear Channel Stripped 2008,6/28/2008,0:03:18,2,41,FALSE,spotify:track:5g7RMU3cV7zXWH244BLe7G
1ycoesYxIFymXWebfmz828,Live From Clear Channel Stripped 2008,4aBW31cmkA7BLColUsMEeZ,Beautiful Eyes - Live From Clear Channel Stripped 2008,6/28/2008,0:02:56,3,44,FALSE,spotify:track:4aBW31cmkA7BLColUsMEeZ
1ycoesYxIFymXWebfmz828,Live From Clear Channel Stripped 2008,4MbHDiHQjhmoVAV75G04Ql,Untouchable - Live From Clear Channel Stripped 2008,6/28/2008,0:03:42,4,38,FALSE,spotify:track:4MbHDiHQjhmoVAV75G04Ql
1ycoesYxIFymXWebfmz828,Live From Clear Channel Stripped 2008,4DjevQhsPWULcondN4mRh5,Teardrops On My Guitar - Live From Clear Channel Stripped 2008,6/28/2008,0:03:16,5,37,FALSE,spotify:track:4DjevQhsPWULcondN4mRh5
1ycoesYxIFymXWebfmz828,Live From Clear Channel Stripped 2008,7EvU9pRoJ9Xs7anx0P7tEc,Picture To Burn - Live From Clear Channel Stripped 2008,6/28/2008,0:02:53,6,37,FALSE,spotify:track:7EvU9pRoJ9Xs7anx0P7tEc
1ycoesYxIFymXWebfmz828,Live From Clear Channel Stripped 2008,5a9hUL6ZuiagZhazwrtwHF,Should've Said No - Live From Clear Channel Stripped 2008,6/28/2008,0:03:48,7,37,FALSE,spotify:track:5a9hUL6ZuiagZhazwrtwHF
1ycoesYxIFymXWebfmz828,Live From Clear Channel Stripped 2008,69o9kr9UexjzeZDE8yD8dQ,Change - Live From Clear Channel Stripped 2008,6/28/2008,0:04:18,8,34,FALSE,spotify:track:69o9kr9UexjzeZDE8yD8dQ
5eyZZoQEFQWRHkV2xgAeBw,Taylor Swift,2Fn01AIMyHbha2ceNQeOqw,Tim McGraw,10/24/2006,0:03:52,1,61,FALSE,spotify:track:2Fn01AIMyHbha2ceNQeOqw
5eyZZoQEFQWRHkV2xgAeBw,Taylor Swift,4BYejINgfZF0qKDMEH2cim,Picture To Burn,10/24/2006,0:02:53,2,67,FALSE,spotify:track:4BYejINgfZF0qKDMEH2cim
5eyZZoQEFQWRHkV2xgAeBw,Taylor Swift,2TF4UtYreqNbQ6Z9AccldU,Teardrops On My Guitar - Radio Single Remix,10/24/2006,0:03:23,3,69,FALSE,spotify:track:2TF4UtYreqNbQ6Z9AccldU
5eyZZoQEFQWRHkV2xgAeBw,Taylor Swift,1oR4MUBpyNrAViC8wPNpfm,A Place in this World,10/24/2006,0:03:19,4,61,FALSE,spotify:track:1oR4MUBpyNrAViC8wPNpfm
5eyZZoQEFQWRHkV2xgAeBw,Taylor Swift,569sXXQ7t0jSdqHooi2yqs,Cold As You,10/24/2006,0:03:59,5,61,FALSE,spotify:track:569sXXQ7t0jSdqHooi2yqs
5eyZZoQEFQWRHkV2xgAeBw,Taylor Swift,5Tj2MqcFMf60CaGsKbM1aq,The Outside,10/24/2006,0:03:27,6,60,FALSE,spotify:track:5Tj2MqcFMf60CaGsKbM1aq
5eyZZoQEFQWRHkV2xgAeBw,Taylor Swift,2zzxwmoOBnXDT0KnJsoIWk,Tied Together with a Smile,10/24/2006,0:04:08,7,59,FALSE,spotify:track:2zzxwmoOBnXDT0KnJsoIWk
5eyZZoQEFQWRHkV2xgAeBw,Taylor Swift,41sjzdjScVwnxnxADElts6,Stay Beautiful,10/24/2006,0:03:56,8,59,FALSE,spotify:track:41sjzdjScVwnxnxADElts6
5eyZZoQEFQWRHkV2xgAeBw,Taylor Swift,6CdaXOq1MWe2JHDalTG01d,Should've Said No,10/24/2006,0:04:02,9,66,FALSE,spotify:track:6CdaXOq1MWe2JHDalTG01d
5eyZZoQEFQWRHkV2xgAeBw,Taylor Swift,2O8sogKJCfVZ4rotBv1vVF,Mary's Song (Oh My My My),10/24/2006,0:03:33,10,61,FALSE,spotify:track:2O8sogKJCfVZ4rotBv1vVF
5eyZZoQEFQWRHkV2xgAeBw,Taylor Swift,1j6gmK6u4WNI33lMZ8dC1s,Our Song,10/24/2006,0:03:21,11,70,FALSE,spotify:track:1j6gmK6u4WNI33lMZ8dC1s
5eyZZoQEFQWRHkV2xgAeBw,Taylor Swift,7CzxXgQXurKZCyHz9ufbo1,I'm Only Me When I'm With You,10/24/2006,0:03:33,12,61,FALSE,spotify:track:7CzxXgQXurKZCyHz9ufbo1
5eyZZoQEFQWRHkV2xgAeBw,Taylor Swift,1k3PzDNjg38cWqOvL4M9vq,Invisible,10/24/2006,0:03:23,13,59,FALSE,spotify:track:1k3PzDNjg38cWqOvL4M9vq
5eyZZoQEFQWRHkV2xgAeBw,Taylor Swift,0YgHuReCSPwTXYny7isLja,A Perfectly Good Heart,10/24/2006,0:03:40,14,58,FALSE,spotify:track:0YgHuReCSPwTXYny7isLja
5eyZZoQEFQWRHkV2xgAeBw,Taylor Swift,1hxLyjC9D9Jpw6EAPKqWv4,Teardrops on My Guitar - Pop Version,10/24/2006,0:02:59,15,60,FALSE,spotify:track:1hxLyjC9D9Jpw6EAPKqWv4
