areaType,areaName,areaCode,date,newCasesBySpecimenDate,cumCasesBySpecimenDate
overview,United Kingdom,K02000001,2020-06-12,1058,269071
overview,United Kingdom,K02000001,2020-06-11,1008,268013
overview,United Kingdom,K02000001,2020-06-10,1193,267005
overview,United Kingdom,K02000001,2020-06-09,1156,265812
overview,United Kingdom,K02000001,2020-06-08,1092,264656
overview,United Kingdom,K02000001,2020-06-07,722,263564
overview,United Kingdom,K02000001,2020-06-06,809,262842
overview,United Kingdom,K02000001,2020-06-05,1124,262033
overview,United Kingdom,K02000001,2020-06-04,1249,260909
overview,United Kingdom,K02000001,2020-06-03,1355,259660
overview,United Kingdom,K02000001,2020-06-02,1489,258305
overview,United Kingdom,K02000001,2020-06-01,1436,256816
overview,United Kingdom,K02000001,2020-05-31,1083,255380
overview,United Kingdom,K02000001,2020-05-30,1118,254297
overview,United Kingdom,K02000001,2020-05-29,1528,253179
overview,United Kingdom,K02000001,2020-05-28,1758,251651
overview,United Kingdom,K02000001,2020-05-27,1824,249893
overview,United Kingdom,K02000001,2020-05-26,2057,248069
overview,United Kingdom,K02000001,2020-05-25,1614,246012
overview,United Kingdom,K02000001,2020-05-24,1362,244398
overview,United Kingdom,K02000001,2020-05-23,1525,243036
overview,United Kingdom,K02000001,2020-05-22,2051,241511
overview,United Kingdom,K02000001,2020-05-21,2564,239460
overview,United Kingdom,K02000001,2020-05-20,2701,236896
overview,United Kingdom,K02000001,2020-05-19,3046,234195
overview,United Kingdom,K02000001,2020-05-18,2579,231149
overview,United Kingdom,K02000001,2020-05-17,1829,228570
overview,United Kingdom,K02000001,2020-05-16,2077,226741
overview,United Kingdom,K02000001,2020-05-15,2522,224664
overview,United Kingdom,K02000001,2020-05-14,2615,222142
overview,United Kingdom,K02000001,2020-05-13,3302,219527
overview,United Kingdom,K02000001,2020-05-12,3381,216225
overview,United Kingdom,K02000001,2020-05-11,3566,212844
overview,United Kingdom,K02000001,2020-05-10,2324,209278
overview,United Kingdom,K02000001,2020-05-09,2164,206954
overview,United Kingdom,K02000001,2020-05-08,3067,204790
overview,United Kingdom,K02000001,2020-05-07,3782,201723
overview,United Kingdom,K02000001,2020-05-06,3817,197941
overview,United Kingdom,K02000001,2020-05-05,3660,194124
overview,United Kingdom,K02000001,2020-05-04,3390,190464
overview,United Kingdom,K02000001,2020-05-03,2978,187074
overview,United Kingdom,K02000001,2020-05-02,3232,184096
overview,United Kingdom,K02000001,2020-05-01,4729,180864
overview,United Kingdom,K02000001,2020-04-30,4947,176135
overview,United Kingdom,K02000001,2020-04-29,5422,171188
overview,United Kingdom,K02000001,2020-04-28,4706,165766
overview,United Kingdom,K02000001,2020-04-27,4658,161060
overview,United Kingdom,K02000001,2020-04-26,3419,156402
overview,United Kingdom,K02000001,2020-04-25,3718,152983
overview,United Kingdom,K02000001,2020-04-24,4943,149265
overview,United Kingdom,K02000001,2020-04-23,5138,144322
overview,United Kingdom,K02000001,2020-04-22,5013,139184
overview,United Kingdom,K02000001,2020-04-21,4503,134171
overview,United Kingdom,K02000001,2020-04-20,4401,129668
overview,United Kingdom,K02000001,2020-04-19,3846,125267
overview,United Kingdom,K02000001,2020-04-18,4700,121421
overview,United Kingdom,K02000001,2020-04-17,4923,116721
overview,United Kingdom,K02000001,2020-04-16,5286,111798
overview,United Kingdom,K02000001,2020-04-15,5040,106512
overview,United Kingdom,K02000001,2020-04-14,4304,101472
overview,United Kingdom,K02000001,2020-04-13,4169,97168
overview,United Kingdom,K02000001,2020-04-12,3480,92999
overview,United Kingdom,K02000001,2020-04-11,3563,89519
overview,United Kingdom,K02000001,2020-04-10,4314,85956
overview,United Kingdom,K02000001,2020-04-09,4862,81642
overview,United Kingdom,K02000001,2020-04-08,5140,76780
overview,United Kingdom,K02000001,2020-04-07,5452,71640
overview,United Kingdom,K02000001,2020-04-06,5277,66188
overview,United Kingdom,K02000001,2020-04-05,3584,60911
overview,United Kingdom,K02000001,2020-04-04,4007,57327
overview,United Kingdom,K02000001,2020-04-03,4927,53320
overview,United Kingdom,K02000001,2020-04-02,4895,48393
overview,United Kingdom,K02000001,2020-04-01,4969,43498
overview,United Kingdom,K02000001,2020-03-31,4548,38529
overview,United Kingdom,K02000001,2020-03-30,4281,33981
overview,United Kingdom,K02000001,2020-03-29,2863,29700
overview,United Kingdom,K02000001,2020-03-28,2812,26837
overview,United Kingdom,K02000001,2020-03-27,3196,24025
overview,United Kingdom,K02000001,2020-03-26,3090,20829
overview,United Kingdom,K02000001,2020-03-25,2689,17739
overview,United Kingdom,K02000001,2020-03-24,2386,15050
overview,United Kingdom,K02000001,2020-03-23,2334,12664
overview,United Kingdom,K02000001,2020-03-22,1382,10330
overview,United Kingdom,K02000001,2020-03-21,1194,8948
overview,United Kingdom,K02000001,2020-03-20,1259,7754
overview,United Kingdom,K02000001,2020-03-19,1049,6495
overview,United Kingdom,K02000001,2020-03-18,994,5446
overview,United Kingdom,K02000001,2020-03-17,791,4452
overview,United Kingdom,K02000001,2020-03-16,611,3661
overview,United Kingdom,K02000001,2020-03-15,440,3050
overview,United Kingdom,K02000001,2020-03-14,360,2610
overview,United Kingdom,K02000001,2020-03-13,477,2250
overview,United Kingdom,K02000001,2020-03-12,483,1773
overview,United Kingdom,K02000001,2020-03-11,401,1290
overview,United Kingdom,K02000001,2020-03-10,264,889
overview,United Kingdom,K02000001,2020-03-09,147,625
overview,United Kingdom,K02000001,2020-03-08,57,478
overview,United Kingdom,K02000001,2020-03-07,68,421
overview,United Kingdom,K02000001,2020-03-06,81,353
overview,United Kingdom,K02000001,2020-03-05,50,272
overview,United Kingdom,K02000001,2020-03-04,57,222
overview,United Kingdom,K02000001,2020-03-03,58,165
overview,United Kingdom,K02000001,2020-03-02,38,107
overview,United Kingdom,K02000001,2020-03-01,22,69
overview,United Kingdom,K02000001,2020-02-29,5,47
overview,United Kingdom,K02000001,2020-02-28,12,42
overview,United Kingdom,K02000001,2020-02-27,8,30
overview,United Kingdom,K02000001,2020-02-26,4,22
overview,United Kingdom,K02000001,2020-02-25,5,18
overview,United Kingdom,K02000001,2020-02-24,2,13
overview,United Kingdom,K02000001,2020-02-23,1,11
overview,United Kingdom,K02000001,2020-02-22,0,10
overview,United Kingdom,K02000001,2020-02-21,1,10
overview,United Kingdom,K02000001,2020-02-20,0,9
overview,United Kingdom,K02000001,2020-02-19,0,9
overview,United Kingdom,K02000001,2020-02-18,0,9
overview,United Kingdom,K02000001,2020-02-17,0,9
overview,United Kingdom,K02000001,2020-02-16,0,9
overview,United Kingdom,K02000001,2020-02-15,0,9
overview,United Kingdom,K02000001,2020-02-14,0,9
overview,United Kingdom,K02000001,2020-02-13,0,9
overview,United Kingdom,K02000001,2020-02-12,0,9
overview,United Kingdom,K02000001,2020-02-11,1,9
overview,United Kingdom,K02000001,2020-02-10,0,8
overview,United Kingdom,K02000001,2020-02-09,1,8
overview,United Kingdom,K02000001,2020-02-08,4,7
overview,United Kingdom,K02000001,2020-02-07,0,3
overview,United Kingdom,K02000001,2020-02-06,0,3
overview,United Kingdom,K02000001,2020-02-05,1,3
overview,United Kingdom,K02000001,2020-02-04,0,2
overview,United Kingdom,K02000001,2020-02-03,0,2
overview,United Kingdom,K02000001,2020-02-02,0,2
overview,United Kingdom,K02000001,2020-02-01,0,2
overview,United Kingdom,K02000001,2020-01-31,0,2
overview,United Kingdom,K02000001,2020-01-30,2,2
